   Vx       Vy       Vz      |V|    
-507.15   -7.73    -55.28   510.21 
-506.82   -8.75    -55.33   509.91 
-506.82   -8.75    -55.33   509.91 
-506.82   -8.75    -55.33   509.91 
-506.82   -8.75    -55.33   509.91 
-508.19   -2.07    -51.46   510.79 
-508.19   -2.07    -51.46   510.79 
-508.19   -2.07    -51.46   510.79 
-508.19   -2.07    -51.46   510.79 
-510.67   -7.93    -46.43   512.84 
-510.55   -5.94    -44.06   512.48 
-510.42   -3.94    -41.69   512.13 
-510.30   -1.95    -39.32   511.82 
-510.17    0.05    -36.96   511.51 
-510.17    0.05    -36.96   511.51 
-510.17    0.05    -36.96   511.51 
-510.17    0.05    -36.96   511.51 
-510.41   -6.81    -42.85   512.25 
-510.22   -6.59    -43.22   512.09 
-510.04   -6.36    -43.58   511.94 
-509.85   -6.14    -43.94   511.78 
-509.66   -5.92    -44.31   511.62 
-509.32   -3.60    -43.06   511.15 
-508.98   -1.28    -41.81   510.70 
-508.65    1.03    -40.56   510.27 
-508.31    3.35    -39.32   509.84 
-508.31    3.35    -39.32   509.84 
-508.31    3.35    -39.32   509.84 
-508.31    3.35    -39.32   509.84 
-509.66   -4.16    -47.79   511.91 
-509.66   -4.16    -47.79   511.91 
-509.66   -4.16    -47.79   511.91 
-509.66   -4.16    -47.79   511.91 
-512.68   -0.98    -43.98   514.56 
-512.68   -0.98    -43.98   514.56 
-512.68   -0.98    -43.98   514.56 
-512.68   -0.98    -43.98   514.56 
-513.31    0.57    -42.29   515.05 
-513.01    0.38    -42.81   514.79 
-512.71    0.19    -43.33   514.54 
-512.40    0.00    -43.85   514.27 
-512.10   -0.19    -44.37   514.02 
-512.20    0.66    -42.92   514.00 
-512.31    1.52    -41.48   513.99 
-512.42    2.37    -40.03   513.99 
-512.52    3.22    -38.59   513.98 
-512.52    3.22    -38.59   513.98 
-512.52    3.22    -38.59   513.98 
-512.52    3.22    -38.59   513.98 
-512.33   -2.89    -42.61   514.11 
-512.13   -2.93    -42.79   513.92 
-511.93   -2.98    -42.97   513.74 
-511.74   -3.02    -43.15   513.56 
-511.54   -3.07    -43.33   513.38 
-511.54   -3.07    -43.33   513.38 
-511.54   -3.07    -43.33   513.38 
-511.54   -3.07    -43.33   513.38 
-513.26    1.99    -39.99   514.82 
-513.26    1.99    -39.99   514.82 
-513.26    1.99    -39.99   514.82 
-513.26    1.99    -39.99   514.82 
-514.22   -3.84    -48.65   516.53 
-514.09   -1.88    -48.14   516.34 
-513.95    0.09    -47.62   516.15 
-513.82    2.05    -47.11   515.98 
-513.69    4.02    -46.60   515.82 
-513.69    4.02    -46.60   515.82 
-513.69    4.02    -46.60   515.82 
-513.69    4.02    -46.60   515.82 
-513.35   -3.20    -51.46   515.93 
-513.35   -3.20    -51.46   515.93 
-513.35   -3.20    -51.46   515.93 
-513.35   -3.20    -51.46   515.93 
-514.40   -6.76    -57.01   517.59 
-514.50   -4.99    -55.18   517.47 
-514.60   -3.22    -53.35   517.37 
-514.70   -1.45    -51.51   517.27 
-514.80    0.32    -49.68   517.19 
-514.46   -0.79    -50.26   516.91 
-514.12   -1.90    -50.84   516.63 
-513.78   -3.02    -51.42   516.36 
-513.43   -4.13    -52.00   516.07 
-513.28   -3.83    -51.26   515.85 
-513.12   -3.53    -50.52   515.61 
-512.96   -3.23    -49.78   515.38 
-512.80   -2.93    -49.03   515.15 
-512.80   -2.93    -49.03   515.15 
-512.80   -2.93    -49.03   515.15 
-512.80   -2.93    -49.03   515.15 
-516.95   -15.89   -48.98   519.51 
-516.08   -13.74   -49.06   518.59 
-515.22   -11.58   -49.13   517.69 
-514.35   -9.43    -49.20   516.78 
-513.49   -7.27    -49.28   515.90 
-512.62   -5.12    -49.35   515.02 
-511.76   -2.97    -49.42   514.15 
-510.89   -0.81    -49.49   513.28 
-510.02    1.34    -49.57   512.43 
-510.02    1.34    -49.57   512.43 
-510.02    1.34    -49.57   512.43 
-510.02    1.34    -49.57   512.43 
-513.36   -5.55    -50.93   515.91 
-512.93   -4.57    -49.49   515.33 
-512.49   -3.58    -48.04   514.75 
-512.06   -2.60    -46.60   514.18 
-511.62   -1.61    -45.16   513.61 
-511.29   -3.26    -45.26   513.30 
-510.96   -4.91    -45.37   512.99 
-510.62   -6.56    -45.48   512.68 
-510.29   -8.22    -45.58   512.39 
-509.96   -8.89    -45.49   512.06 
-509.64   -9.57    -45.39   511.75 
-509.31   -10.25   -45.29   511.42 
-508.99   -10.93   -45.19   511.11 
-508.75   -9.42    -43.90   510.73 
-508.51   -7.90    -42.61   510.35 
-508.27   -6.39    -41.32   509.99 
-508.03   -4.88    -40.03   509.63 
-507.50   -5.67    -41.68   509.24 
-506.98   -6.47    -43.32   508.87 
-506.46   -7.27    -44.97   508.50 
-505.94   -8.07    -46.61   508.15 
-505.94   -8.07    -46.61   508.15 
-505.94   -8.07    -46.61   508.15 
-505.94   -8.07    -46.61   508.15 
-507.49   -7.75    -43.50   509.41 
-507.32   -8.45    -43.44   509.25 
-507.14   -9.14    -43.38   509.07 
-506.97   -9.83    -43.33   508.91 
-506.79   -10.52   -43.27   508.74 
-506.79   -10.52   -43.27   508.74 
-506.79   -10.52   -43.27   508.74 
-506.79   -10.52   -43.27   508.74 
-506.60   -10.42   -46.19   508.81 
-506.41   -9.49    -45.38   508.53 
-506.22   -8.56    -44.58   508.25 
-506.03   -7.63    -43.78   507.98 
-505.84   -6.70    -42.97   507.71 
-505.84   -6.70    -42.97   507.71 
-505.84   -6.70    -42.97   507.71 
-505.84   -6.70    -42.97   507.71 
-506.90   -7.78    -43.70   508.84 
-506.77   -8.06    -43.45   508.69 
-506.64   -8.34    -43.19   508.55 
-506.51   -8.63    -42.94   508.40 
-506.37   -8.91    -42.69   508.24 
-506.37   -8.91    -42.69   508.24 
-506.37   -8.91    -42.69   508.24 
-506.37   -8.91    -42.69   508.24 
-507.86   -7.09    -40.55   509.53 
-507.75   -8.43    -40.56   509.44 
-507.64   -9.77    -40.57   509.35 
-507.54   -11.11   -40.59   509.28 
-507.43   -12.45   -40.60   509.20 
-507.43   -12.45   -40.60   509.20 
-507.43   -12.45   -40.60   509.20 
-507.43   -12.45   -40.60   509.20 
-509.90   -3.81    -37.69   511.31 
-509.01   -4.88    -39.07   510.53 
-508.12   -5.95    -40.44   509.76 
-507.23   -7.03    -41.81   509.00 
-506.34   -8.10    -43.18   508.24 
-506.25   -8.13    -43.53   508.18 
-506.16   -8.16    -43.88   508.12 
-506.07   -8.18    -44.23   508.07 
-505.98   -8.21    -44.58   508.01 
-505.92   -7.14    -43.41   507.83 
-505.85   -6.07    -42.25   507.65 
-505.79   -5.00    -41.09   507.48 
-505.72   -3.92    -39.92   507.31 
-505.34   -3.67    -41.21   507.03 
-504.96   -3.42    -42.50   506.76 
-504.58   -3.16    -43.79   506.49 
-504.20   -2.91    -45.08   506.22 
-504.24   -2.81    -43.83   506.15 
-504.28   -2.72    -42.58   506.08 
-504.33   -2.62    -41.33   506.03 
-504.37   -2.53    -40.08   505.97 
-504.37   -2.53    -40.08   505.97 
-504.37   -2.53    -40.08   505.97 
-504.37   -2.53    -40.08   505.97 
-504.47   -5.47    -43.61   506.38 
-504.47   -5.47    -43.61   506.38 
-504.47   -5.47    -43.61   506.38 
-504.47   -5.47    -43.61   506.38 
-507.50   -11.65   -47.29   509.83 
-507.11   -10.24   -45.73   509.27 
-506.73   -8.83    -44.17   508.73 
-506.35   -7.42    -42.61   508.19 
-505.96   -6.01    -41.06   507.66 
-505.21   -7.13    -41.72   506.98 
-504.46   -8.26    -42.39   506.31 
-503.70   -9.38    -43.05   505.62 
-502.95   -10.50   -43.72   504.96 
-502.95   -10.50   -43.72   504.96 
-502.95   -10.50   -43.72   504.96 
-502.95   -10.50   -43.72   504.96 
-504.50   -2.48    -40.14   506.10 
-504.50   -2.48    -40.14   506.10 
-504.50   -2.48    -40.14   506.10 
-504.50   -2.48    -40.14   506.10 
-504.39   -9.33    -45.10   506.49 
-504.39   -9.33    -45.10   506.49 
-504.39   -9.33    -45.10   506.49 
-504.39   -9.33    -45.10   506.49 
-510.90   -18.89   -48.78   513.57 
-510.84   -16.79   -47.53   513.32 
-510.79   -14.70   -46.28   513.09 
-510.74   -12.61   -45.03   512.88 
-510.71   -6.82    -42.82   512.55 
-510.72   -5.90    -42.58   512.53 
-510.73   -4.97    -42.34   512.51 
-510.73   -4.05    -42.10   512.48 
-511.05    7.61    -41.28   512.77 
-510.97    4.92    -41.42   512.67 
-510.89    2.24    -41.57   512.58 
-510.82   -0.44    -41.71   512.52 
-510.74   -3.13    -41.86   512.46 
-510.66   -5.81    -42.00   512.42 
-510.58   -8.50    -42.15   512.39 
-510.50   -11.18   -42.29   512.37 
-510.42   -13.86   -42.44   512.37 
-510.00   -13.86   -42.76   511.98 
-509.58   -13.85   -43.07   511.58 
-509.16   -13.85   -43.39   511.19 
-508.74   -13.84   -43.71   510.80 
-508.54   -12.84   -42.25   510.45 
-508.34   -11.85   -40.78   510.11 
-508.14   -10.86   -39.32   509.77 
-507.95   -9.86    -37.86   509.45 
-507.95   -9.86    -37.86   509.45 
-507.95   -9.86    -37.86   509.45 
-507.95   -9.86    -37.86   509.45 
-510.45   -12.35   -43.14   512.42 
-510.45   -12.35   -43.14   512.42 
-510.45   -12.35   -43.14   512.42 
-510.45   -12.35   -43.14   512.42 
-512.03   -10.77   -41.12   513.79 
-511.89   -9.76    -40.73   513.60 
-511.74   -8.76    -40.33   513.40 
-511.59   -7.75    -39.93   513.20 
-511.44   -6.75    -39.53   513.01 
-509.75   -6.55    -39.95   511.36 
-508.07   -6.35    -40.37   509.71 
-506.39   -6.15    -40.78   508.07 
-504.70   -5.95    -41.20   506.41 
-504.70   -5.95    -41.20   506.41 
-504.70   -5.95    -41.20   506.41 
-504.70   -5.95    -41.20   506.41 
-506.36   -5.40    -36.74   507.72 
-505.94   -5.24    -36.53   507.28 
-505.52   -5.07    -36.32   506.85 
-505.11   -4.90    -36.11   506.42 
-504.69   -4.74    -35.90   505.99 
-504.69   -4.74    -35.90   505.99 
-504.69   -4.74    -35.90   505.99 
-504.69   -4.74    -35.90   505.99 
-508.81   -10.23   -45.00   510.90 
-507.27   -9.21    -43.61   509.22 
-505.73   -8.19    -42.22   507.56 
-504.20   -7.17    -40.83   505.90 
-502.66   -6.16    -39.44   504.24 
-502.49   -6.08    -40.91   504.19 
-502.32   -6.01    -42.38   504.14 
-502.14   -5.93    -43.84   504.09 
-501.97   -5.86    -45.31   504.04 
-501.61   -5.27    -44.10   503.57 
-501.25   -4.68    -42.89   503.10 
-500.89   -4.09    -41.68   502.64 
-500.52   -3.50    -40.47   502.17 
-500.52   -3.50    -40.47   502.17 
-500.52   -3.50    -40.47   502.17 
-500.52   -3.50    -40.47   502.17 
-501.10   -5.63    -45.59   503.20 
-500.74   -6.01    -46.18   502.90 
-500.38   -6.40    -46.76   502.60 
-500.02   -6.78    -47.35   502.30 
-499.67   -7.16    -47.94   502.02 
-499.67   -7.16    -47.94   502.02 
-499.67   -7.16    -47.94   502.02 
-499.67   -7.16    -47.94   502.02 
-501.84    0.42    -43.23   503.70 
-501.84    0.42    -43.23   503.70 
-501.84    0.42    -43.23   503.70 
-501.84    0.42    -43.23   503.70 
-505.10   -0.38    -48.56   507.43 
-505.10   -0.38    -48.56   507.43 
-505.10   -0.38    -48.56   507.43 
-505.10   -0.38    -48.56   507.43 
-505.80    4.43    -45.85   507.89 
-505.35    2.41    -46.26   507.47 
-504.91    0.39    -46.68   507.06 
-504.47   -1.63    -47.09   506.67 
-504.03   -3.65    -47.51   506.28 
-503.53   -3.44    -49.07   505.93 
-503.03   -3.24    -50.63   505.58 
-502.53   -3.04    -52.19   505.24 
-502.02   -2.84    -53.76   504.90 
-502.09   -1.77    -52.81   504.86 
-502.16   -0.70    -51.87   504.83 
-502.23    0.37    -50.92   504.80 
-502.29    1.44    -49.97   504.77 
-502.29    1.44    -49.97   504.77 
-502.29    1.44    -49.97   504.77 
-502.29    1.44    -49.97   504.77 
-502.36   -2.33    -53.98   505.26 
-502.28   -0.46    -52.53   505.02 
-502.20    1.40    -51.08   504.79 
-502.12    3.27    -49.63   504.58 
-502.04    5.14    -48.18   504.37 
-501.78    5.23    -48.93   504.19 
-501.52    5.32    -49.67   504.00 
-501.25    5.41    -50.42   503.81 
-500.99    5.50    -51.16   503.63 
-500.59    4.55    -52.12   503.32 
-500.19    3.59    -53.08   503.01 
-499.79    2.63    -54.04   502.71 
-499.39    1.67    -54.99   502.41 
-499.39    1.67    -54.99   502.41 
-499.39    1.67    -54.99   502.41 
-499.39    1.67    -54.99   502.41 
-502.85   10.39    -52.91   505.73 
-502.10    9.24    -53.95   505.07 
-501.35    8.09    -55.00   504.42 
-500.60    6.94    -56.04   503.77 
-499.85    5.80    -57.09   503.13 
-499.85    5.80    -57.09   503.13 
-499.85    5.80    -57.09   503.13 
-499.85    5.80    -57.09   503.13 
-500.99    7.44    -55.53   504.11 
-500.99    7.39    -54.48   504.00 
-500.99    7.34    -53.43   503.88 
-501.00    7.30    -52.38   503.78 
-501.00    7.25    -51.33   503.67 
-501.00    7.25    -51.33   503.67 
-501.00    7.25    -51.33   503.67 
-501.00    7.25    -51.33   503.67 
-503.23   24.83    -45.23   505.87 
-502.87   22.69    -45.48   505.43 
-502.51   20.56    -45.72   505.00 
-502.15   18.42    -45.97   504.59 
-501.79   16.29    -46.21   504.18 
-501.43   14.15    -46.46   503.78 
-501.07   12.02    -46.70   503.39 
-500.71    9.89    -46.95   503.00 
-500.35    7.75    -47.19   502.63 
-500.24    7.64    -47.97   502.59 
-500.14    7.53    -48.75   502.57 
-500.04    7.43    -49.53   502.54 
-499.94    7.32    -50.30   502.52 
-497.92    8.25    -49.32   500.42 
-495.89    9.18    -48.33   498.32 
-493.87   10.12    -47.34   496.24 
-491.85   11.05    -46.35   494.15 
-490.69   10.72    -47.32   493.08 
-489.53   10.40    -48.30   492.02 
-488.37   10.07    -49.27   490.95 
-487.21    9.74    -50.24   489.89 
-487.21    9.74    -50.24   489.89 
-487.21    9.74    -50.24   489.89 
-487.21    9.74    -50.24   489.89 
-490.02   10.52    -43.57   492.07 
-489.56    9.32    -45.33   491.74 
-489.10    8.13    -47.09   491.43 
-488.64    6.93    -48.86   491.13 
-488.17    5.73    -50.62   490.82 
-488.17    5.73    -50.62   490.82 
-488.17    5.73    -50.62   490.82 
-488.17    5.73    -50.62   490.82 
-489.48    6.41    -50.23   492.09 
-489.48    6.41    -50.23   492.09 
-489.48    6.41    -50.23   492.09 
-489.48    6.41    -50.23   492.09 
-494.38   14.95    -45.76   496.72 
-493.83   13.63    -47.26   496.27 
-493.27   12.31    -48.77   495.83 
-492.72   10.99    -50.27   495.40 
-492.17    9.68    -51.78   494.98 
-492.17    9.68    -51.78   494.98 
-492.17    9.68    -51.78   494.98 
-492.17    9.68    -51.78   494.98 
-492.52   13.90    -48.40   495.09 
-492.52   13.90    -48.40   495.09 
-492.52   13.90    -48.40   495.09 
-492.52   13.90    -48.40   495.09 
-493.58    7.25    -52.93   496.46 
-493.58    7.25    -52.93   496.46 
-493.58    7.25    -52.93   496.46 
-493.58    7.25    -52.93   496.46 
-496.00    1.78    -53.28   498.86 
-496.07    4.91    -51.58   498.77 
-496.15    8.03    -49.89   498.72 
-496.22   11.16    -48.19   498.68 
-496.29   14.28    -46.49   498.67 
-495.76   12.83    -47.29   498.18 
-495.23   11.38    -48.08   497.69 
-494.70    9.92    -48.87   497.21 
-494.17    8.47    -49.67   496.73 
-493.75    6.12    -46.25   495.95 
-493.34    3.77    -42.83   495.21 
-492.93    1.42    -39.42   494.51 
-492.52   -0.93    -36.00   493.83 
-492.52   -0.93    -36.00   493.83 
-492.52   -0.93    -36.00   493.83 
-492.52   -0.93    -36.00   493.83 
-496.76   -5.89    -47.82   499.09 
-494.81   -6.28    -46.86   497.06 
-492.85   -6.66    -45.91   495.03 
-490.89   -7.05    -44.95   492.99 
-488.94   -7.44    -43.99   490.97 
-488.94   -7.44    -43.99   490.97 
-488.94   -7.44    -43.99   490.97 
-488.94   -7.44    -43.99   490.97 
-489.89   -4.11    -38.13   491.39 
-489.05   -6.90    -40.66   490.79 
-488.22   -9.69    -43.19   490.22 
-487.38   -12.48   -45.73   489.68 
-486.55   -15.27   -48.26   489.18 
-486.55   -15.27   -48.26   489.18 
-486.55   -15.27   -48.26   489.18 
-486.55   -15.27   -48.26   489.18 
-488.12   -3.40    -48.16   490.50 
-487.17   -3.35    -46.26   489.37 
-486.22   -3.29    -44.36   488.25 
-485.27   -3.24    -42.45   487.13 
-484.31   -3.18    -40.55   486.02 
-483.04   -5.42    -39.39   484.67 
-481.76   -7.65    -38.22   483.33 
-480.49   -9.88    -37.06   482.02 
-479.21   -12.12   -35.89   480.70 
-479.12   -10.12   -35.02   480.50 
-479.02   -8.13    -34.14   480.30 
-478.93   -6.13    -33.27   480.12 
-478.83   -4.14    -32.39   479.94 
-478.83   -4.14    -32.39   479.94 
-478.83   -4.14    -32.39   479.94 
-478.83   -4.14    -32.39   479.94 
-484.29    0.73    -44.35   486.32 
-483.25    0.45    -44.96   485.34 
-482.20    0.18    -45.58   484.35 
-481.15   -0.10    -46.19   483.36 
-480.11   -0.37    -46.80   482.39 
-480.11   -0.37    -46.80   482.39 
-480.11   -0.37    -46.80   482.39 
-480.11   -0.37    -46.80   482.39 
-497.01   -1.22    -37.55   498.43 
-495.58   -1.89    -39.09   497.12 
-494.14   -2.56    -40.64   495.81 
-492.70   -3.24    -42.18   494.51 
-491.27   -3.91    -43.72   493.23 
-491.17   -2.97    -42.49   493.01 
-491.08   -2.04    -41.25   492.81 
-490.98   -1.10    -40.01   492.61 
-490.89   -0.16    -38.78   492.42 
-490.89   -0.16    -38.78   492.42 
-490.89   -0.16    -38.78   492.42 
-490.89   -0.16    -38.78   492.42 
-490.73   -1.35    -40.41   492.39 
-490.79   -1.36    -39.39   492.37 
-490.86   -1.36    -38.38   492.36 
-490.92   -1.37    -37.36   492.34 
-490.98   -1.38    -36.34   492.32 
-490.98   -1.38    -36.34   492.32 
-490.98   -1.38    -36.34   492.32 
-490.98   -1.38    -36.34   492.32 
-490.98   -1.38    -36.34   492.32 
-490.98   -1.38    -36.34   492.32 
-490.98   -1.38    -36.34   492.32 
-490.98   -1.38    -36.34   492.32 
-495.70   -4.70    -41.18   497.43 
-495.70   -4.70    -41.18   497.43 
-495.70   -4.70    -41.18   497.43 
-495.70   -4.70    -41.18   497.43 
-499.43   -6.06    -36.65   500.81 
-497.99   -6.68    -37.45   499.44 
-496.54   -7.29    -38.26   498.07 
-495.09   -7.91    -39.07   496.69 
-493.64   -8.52    -39.88   495.32 
-493.17   -8.43    -40.12   494.87 
-492.69   -8.33    -40.36   494.41 
-492.21   -8.23    -40.60   493.95 
-491.74   -8.14    -40.84   493.50 
-491.04   -7.21    -40.87   492.79 
-490.34   -6.29    -40.91   492.08 
-489.64   -5.36    -40.94   491.38 
-488.94   -4.43    -40.97   490.67 
-488.94   -4.43    -40.97   490.67 
-488.94   -4.43    -40.97   490.67 
-488.94   -4.43    -40.97   490.67 
-498.21   -8.42    -44.33   500.25 
-498.21   -8.42    -44.33   500.25 
-498.21   -8.42    -44.33   500.25 
-498.21   -8.42    -44.33   500.25 
-499.14   -3.30    -45.86   501.25 
-496.31   -3.16    -44.18   498.28 
-493.49   -3.03    -42.51   495.33 
-490.66   -2.90    -40.84   492.37 
-487.84   -2.76    -39.17   489.42 
-486.52   -5.20    -41.54   488.32 
-485.20   -7.64    -43.92   487.24 
-483.87   -10.07   -46.29   486.18 
-482.55   -12.51   -48.67   485.16 
-482.55   -12.51   -48.67   485.16 
-482.55   -12.51   -48.67   485.16 
-482.55   -12.51   -48.67   485.16 
-494.75   -11.42   -39.50   496.46 
-494.36   -10.69   -39.31   496.04 
-493.96   -9.96    -39.11   495.61 
-493.57   -9.24    -38.92   495.19 
-493.17   -8.51    -38.72   494.76 
-493.17   -8.51    -38.72   494.76 
-493.17   -8.51    -38.72   494.76 
-493.17   -8.51    -38.72   494.76 
-503.85   -3.57    -36.74   505.20 
-503.85   -3.57    -36.74   505.20 
-503.85   -3.57    -36.74   505.20 
-503.85   -3.57    -36.74   505.20 
-505.41   -0.52    -32.99   506.49 
-505.41   -0.52    -32.99   506.49 
-505.41   -0.52    -32.99   506.49 
-505.41   -0.52    -32.99   506.49 
-505.36   -11.05   -40.61   507.11 
-497.50   -4.02    -45.15   499.56 
-489.65    3.00    -49.70   492.17 
-481.80   10.03    -54.24   484.95 
-473.94   17.06    -58.79   477.88 
-469.67   15.76    -59.20   473.65 
-465.39   14.45    -59.62   469.42 
-461.12   13.14    -60.04   465.20 
-456.84   11.84    -60.45   460.97 
-456.27   11.92    -60.65   460.44 
-455.70   12.00    -60.86   459.90 
-455.13   12.08    -61.06   459.37 
-454.56   12.16    -61.26   458.83 
-454.56   12.16    -61.26   458.83 
-454.56   12.16    -61.26   458.83 
-454.56   12.16    -61.26   458.83 
-457.20   12.27    -57.71   460.99 
-457.06   12.30    -58.17   460.91 
-456.92   12.32    -58.63   460.83 
-456.78   12.34    -59.09   460.75 
-456.63   12.37    -59.56   460.66 
-456.63   12.37    -59.56   460.66 
-456.63   12.37    -59.56   460.66 
-456.63   12.37    -59.56   460.66 
-458.46   17.66    -57.89   462.44 
-457.57   15.42    -58.00   461.49 
-456.68   13.17    -58.11   460.55 
-455.78   10.93    -58.22   459.61 
-454.89    8.69    -58.33   458.70 
-454.89    8.69    -58.33   458.70 
-454.89    8.69    -58.33   458.70 
-454.89    8.69    -58.33   458.70 
-457.58    0.34    -61.80   461.73 
-457.58    0.34    -61.80   461.73 
-457.58    0.34    -61.80   461.73 
-457.58    0.34    -61.80   461.73 
-459.12    9.82    -54.45   462.44 
-458.18    7.40    -55.51   461.59 
-457.24    4.98    -56.57   460.75 
-456.30    2.57    -57.64   459.93 
-455.36    0.15    -58.70   459.13 
-455.36    0.15    -58.70   459.13 
-455.36    0.15    -58.70   459.13 
-455.36    0.15    -58.70   459.13 
-456.23    4.09    -56.27   459.71 
-455.71    2.64    -56.03   459.15 
-455.18    1.19    -55.80   458.59 
-454.66   -0.26    -55.57   458.04 
-454.14   -1.72    -55.33   457.50 
-454.14   -1.72    -55.33   457.50 
-454.14   -1.72    -55.33   457.50 
-454.14   -1.72    -55.33   457.50 
-455.00   -5.80    -60.91   459.10 
-455.00   -5.80    -60.91   459.10 
-455.00   -5.80    -60.91   459.10 
-455.00   -5.80    -60.91   459.10 
-456.77   -2.40    -57.48   460.38 
-456.70   -3.65    -57.53   460.32 
-456.62   -4.90    -57.58   460.26 
-456.54   -6.16    -57.62   460.20 
-454.86   -8.95    -55.32   458.30 
-454.46   -9.34    -54.73   457.84 
-454.06   -9.73    -54.14   457.38 
-453.66   -10.11   -53.55   456.92 
-453.26   -10.50   -52.97   456.47 
-453.26   -10.50   -52.97   456.47 
-453.26   -10.50   -52.97   456.47 
-453.26   -10.50   -52.97   456.47 
-453.26   -10.50   -52.97   456.47 
-453.26   -10.50   -52.97   456.47 
-453.26   -10.50   -52.97   456.47 
-453.26   -10.50   -52.97   456.47 
-453.84   -13.36   -55.16   457.37 
-453.76   -13.20   -52.81   457.01 
-453.68   -13.05   -50.46   456.66 
-453.60   -12.89   -48.11   456.33 
-453.52   -12.73   -45.76   456.00 
-453.52   -12.73   -45.76   456.00 
-453.52   -12.73   -45.76   456.00 
-453.52   -12.73   -45.76   456.00 
-454.95   -15.06   -50.90   458.04 
-454.95   -15.06   -50.90   458.04 
-454.95   -15.06   -50.90   458.04 
-454.95   -15.06   -50.90   458.04 
-455.31   -14.43   -54.11   458.74 
-454.24   -12.24   -54.31   457.64 
-453.16   -10.05   -54.51   456.54 
-452.08   -7.86    -54.72   455.45 
-451.00   -5.67    -54.92   454.37 
-451.00   -5.67    -54.92   454.37 
-451.00   -5.67    -54.92   454.37 
-451.00   -5.67    -54.92   454.37 
-451.92   -12.15   -56.63   455.62 
-451.65   -10.35   -55.91   455.22 
-451.37   -8.55    -55.19   454.81 
-451.10   -6.74    -54.48   454.43 
-450.82   -4.94    -53.76   454.04 
-450.82   -4.94    -53.76   454.04 
-450.82   -4.94    -53.76   454.04 
-450.82   -4.94    -53.76   454.04 
-453.67   -14.31   -53.63   457.05 
-453.67   -14.31   -53.63   457.05 
-453.67   -14.31   -53.63   457.05 
-453.67   -14.31   -53.63   457.05 
-460.77   -16.63   -56.02   464.46 
-460.77   -16.63   -56.02   464.46 
-460.77   -16.63   -56.02   464.46 
-460.77   -16.63   -56.02   464.46 
-462.12   -16.30   -50.03   465.11 
-459.95   -15.46   -49.65   462.88 
-457.78   -14.62   -49.28   460.66 
-455.61   -13.78   -48.90   458.43 
-453.44   -12.94   -48.53   456.21 
-451.96   -12.45   -48.16   454.69 
-450.48   -11.97   -47.79   453.17 
-449.00   -11.49   -47.42   451.64 
-447.52   -11.00   -47.04   450.12 
-447.52   -11.00   -47.04   450.12 
-447.52   -11.00   -47.04   450.12 
-447.52   -11.00   -47.04   450.12 
-456.40   -23.53   -55.67   460.38 
-454.93   -22.20   -55.39   458.83 
-453.46   -20.87   -55.12   457.27 
-451.99   -19.53   -54.85   455.72 
-450.52   -18.20   -54.57   454.18 
-450.35   -15.99   -53.87   453.84 
-450.18   -13.79   -53.16   453.52 
-450.01   -11.58   -52.46   453.21 
-449.85   -9.37    -51.75   452.91 
-448.93   -10.28   -53.52   452.23 
-448.02   -11.18   -55.28   451.56 
-447.11   -12.08   -57.04   450.90 
-446.20   -12.99   -58.81   450.25 
-446.20   -12.99   -58.81   450.25 
-446.20   -12.99   -58.81   450.25 
-446.20   -12.99   -58.81   450.25 
-448.64   -14.18   -56.16   452.36 
-448.64   -14.18   -56.16   452.36 
-448.64   -14.18   -56.16   452.36 
-448.64   -14.18   -56.16   452.36 
-451.60   -19.66   -57.79   455.71 
-451.60   -19.66   -57.79   455.71 
-451.60   -19.66   -57.79   455.71 
-451.60   -19.66   -57.79   455.71 
-453.17   -23.35   -61.51   457.92 
-452.96   -22.40   -61.03   457.60 
-452.75   -21.44   -60.56   457.29 
-452.55   -20.49   -60.08   456.98 
-452.34   -19.53   -59.61   456.67 
-452.34   -19.53   -59.61   456.67 
-452.34   -19.53   -59.61   456.67 
-452.34   -19.53   -59.61   456.67 
-454.99   -18.16   -53.70   458.51 
-454.78   -15.78   -53.12   458.14 
-454.57   -13.40   -52.53   457.79 
-454.36   -11.01   -51.94   457.45 
-454.15   -8.63    -51.35   457.13 
-453.29   -11.08   -52.69   456.48 
-452.42   -13.54   -54.02   455.83 
-451.56   -15.99   -55.36   455.22 
-450.70   -18.44   -56.70   454.63 
-450.48   -18.96   -57.35   454.51 
-450.27   -19.48   -57.99   454.41 
-450.06   -20.01   -58.64   454.31 
-449.85   -20.53   -59.29   454.20 
-449.85   -20.53   -59.29   454.20 
-449.85   -20.53   -59.29   454.20 
-449.85   -20.53   -59.29   454.20 
-451.63   -16.18   -57.01   455.50 
-450.80   -16.78   -56.14   454.59 
-449.96   -17.38   -55.27   453.67 
-449.13   -17.98   -54.40   452.77 
-448.29   -18.58   -53.53   451.86 
-448.29   -18.58   -53.53   451.86 
-448.29   -18.58   -53.53   451.86 
-448.29   -18.58   -53.53   451.86 
-449.41   -13.64   -48.92   452.27 
-449.41   -13.64   -48.92   452.27 
-449.41   -13.64   -48.92   452.27 
-449.41   -13.64   -48.92   452.27 
-450.05   -12.40   -55.33   453.61 
-449.98   -13.68   -54.99   453.53 
-449.91   -14.95   -54.65   453.46 
-449.84   -16.23   -54.31   453.40 
-449.17   -13.22   -49.23   452.05 
-449.03   -12.15   -48.04   451.76 
-448.88   -11.08   -46.86   451.46 
